hhid,b_07,b_08,b_09,e_01,e_03,e_05,e_05_oth,e_06,e_07,f_01_wage,f_01_salaried,f_01_own_crops,f_01_own_livestock,f_01_own_fishing,f_01_non_farm_enterprise,f_01_no_employment,f_05_not_interested,f_05_slack_season,f_05_could_not_find,f_05_ill_old,f_05_children_family,f_05_movement_restrictions,f_05_conflict_violence,f_05_not_safe_health_reasons,j_01,j_07_violence,j_07_theft,j_07_intra_household_conflict,j_07_none,j_07_97,j_08,k_01_sell_assets,k_02_01,k_02_02,k_02_03,k_02_04,k_02_05,k_02_06,k_02_07,k_02_08,k_02_09,k_02_10,k_02_11,k_02_12,k_02_99,k_03_mortgage_assets,k_04_01,k_04_02,k_04_03,k_04_04,k_04_05,k_04_06,k_04_07,k_04_08,k_04_09,k_04_99,k_05_consumed_seed_stock,k_06_reduced_agriculture,k_07_spend_savings,k_08_reduced_healthcare,k_09_reduced_nfi,k_10_reduced_food,k_11_borrow_food,k_12_borrow_money,k_13_migrate,k_14_children_work,k_15_risky_activity,k_16,k_17,l2_02_a,l2_02_b,l2_vegetables1,l2_03_a,l2_03_b,l2_vegetables2,l2_04_a,l2_04_b,l2_vegetables3,l2_05_a,l2_05_b,l2_staples1,l2_06_a,l2_06_b,l2_staples2,l2_07_a,l2_07_b,l2_pulses1,l2_08_a,l2_08_b,l2_pulses2,l2_09_a,l2_09_b,fcs_dairy,l2_10_a,l2_10_b,l2_protein_seafood,l2_11_a,l2_11_b,l2_protein_meat,l2_12_a,l2_12_b,l2_protein_eggs,l2_13_a,l2_13_b,l2_fruits1,l2_14_a,l2_14_b,l2_fruits2,fcs_sugar,fcs_fat,state,township_code,fcs_vegetables,fcs_staples,fcs_protein,fcs_pulses,fcs_fruits,hhfcs,hhfcs_inv,education_level,physical_security,rural_urban,rural,natural_hazards,csi_unweighted,csi_weighted,not_improved_floor,not_improved_water,not_improved_sanitation,no_electricity,not_improved_housing,insecure,count
203,1,5,1,1,2,7,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,1,2,0,1,7,0,2,2,0,2,0,0,2,1,0,2,0,0,1,7,0,1,2,0,2,2,0,2,0,0,2,2,0,0,Yangon,NA,2,7,7,1,2,49,0.35384615384615387,0.7368421052631579,0,rural,1,0,28,19,1,1,0,0,1,0,1
207,1,4,1,4,1,3,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,1,7,0,2,0,0,1,2,0,1,7,0,1,1,0,2,1,0,2,1,0,2,0,0,1,7,0,2,2,0,2,1,0,2,1,0,2,1,0,0,Yangon,NA,7,7,7,1,1,53,0.39487179487179486,0.7894736842105263,0.3333333333333333,rural,1,1,34,25.5,0,0,0,0,0,0,1
222,1,15,1,1,1,3,0,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,3,0,2,4,0,2,0,0,1,4,0,1,7,0,1,1,0,2,1,0,1,1,0,2,0,0,1,5,0,2,0,0,1,3,0,2,0,0,1,7,0,0,Yangon,NA,4,7,5,1,7,48,0.3435897435897436,0.21052631578947367,0,rural,1,0,21,14.5,0,0,0,0,1,0,1
223,1,8,1,4,1,3,0,1,1,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,3,0,2,2,0,1,5,0,1,7,0,1,5,0,2,1,0,1,5,0,2,1,0,1,7,0,2,3,0,2,2,0,2,4,0,1,5,0,0,Yangon,NA,5,7,7,5,5,71,0.5794871794871795,0.5789473684210527,0,rural,1,0,27,19.5,0,0,0,0,0,0,1
224,1,10,2,1,1,3,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,3,0,2,2,0,2,3,0,1,7,0,2,2,0,2,2,0,2,2,0,2,1,0,1,3,0,2,2,0,2,2,0,1,4,0,2,1,0,0,Yangon,NA,3,7,3,2,4,43,0.2923076923076923,0.47368421052631576,0.6666666666666666,rural,1,0,22,16.5,0,0,0,0,1,1,1
227,1,10,2,3,2,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,5,0,2,2,0,1,5,0,1,7,0,1,2,0,1,6,0,1,4,0,2,5,0,1,3,0,2,5,0,2,4,0,2,2,0,1,3,0,0,Yangon,NA,5,7,5,6,3,80,0.6717948717948717,0.47368421052631576,0.6666666666666666,rural,1,0,21,15,1,0,0,0,0,1,1
232,2,11,2,1,2,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,0,2,4,0,1,2,0,2,4,0,1,7,0,1,3,0,1,2,0,1,7,0,2,2,0,1,7,0,2,2,0,1,6,0,2,3,0,2,3,0,0,Yangon,NA,4,7,7,7,3,78,0.6512820512820513,0.42105263157894735,0,urban,0,0,22,15.5,1,1,0,0,1,0,1
235,2,15,2,4,1,6,0,1,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,3,0,1,2,0,1,7,0,1,7,0,2,1,0,1,7,0,2,1,0,1,5,0,1,6,0,2,1,0,2,3,0,1,7,0,0,Yangon,NA,3,7,6,7,7,73,0.6,0.21052631578947367,0.3333333333333333,urban,0,0,22,16,0,1,0,0,0,0,1
236,2,11,2,4,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,3,0,2,2,0,1,4,0,1,7,0,1,7,0,1,7,0,2,0,0,1,5,0,1,3,0,1,4,0,2,3,0,2,2,0,2,0,0,0,Yangon,NA,4,7,4,7,2,77,0.6410256410256411,0.42105263157894735,0.3333333333333333,urban,0,0,22,16.5,0,1,0,0,0,0,1
238,2,11,2,1,2,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,0,2,0,0,1,4,0,1,7,0,2,3,0,1,3,0,1,6,0,2,3,0,1,5,0,1,3,0,2,2,0,2,0,0,1,5,0,0,Yangon,NA,4,7,5,6,5,73,0.6,0.42105263157894735,0,urban,0,0,22,15.5,1,1,0,0,1,0,1
239,2,11,2,1,1,3,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,2,6,0,2,1,0,1,3,0,1,7,0,2,3,0,1,3,0,1,2,0,2,2,0,1,7,0,1,3,0,1,4,0,2,0,0,1,1,0,0,Yangon,NA,6,7,7,3,1,66,0.5282051282051282,0.42105263157894735,0,urban,0,0,17,13,0,0,0,0,1,0,1
240,2,11,2,4,1,6,0,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,5,0,2,3,0,2,4,0,1,7,0,1,7,0,1,6,0,2,3,0,1,7,0,1,4,0,1,3,0,2,4,0,2,0,0,1,7,0,0,Yangon,NA,5,7,4,6,7,88,0.7538461538461538,0.42105263157894735,0.3333333333333333,urban,0,0,23,17,0,1,0,0,0,0,1
242,2,11,2,1,1,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,6,0,2,1,0,1,7,0,1,7,0,2,3,0,1,5,0,2,3,0,2,3,0,1,5,0,1,4,0,1,5,0,1,7,0,2,3,0,0,Yangon,NA,7,7,5,5,7,75,0.6205128205128205,0.42105263157894735,0,urban,0,0,20,15,0,0,0,0,1,0,1
245,2,11,2,1,1,6,0,2,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,0,1,3,0,2,4,0,1,7,0,2,5,0,2,3,0,1,2,0,2,5,0,2,5,0,1,5,0,2,3,0,2,5,0,1,6,0,0,Yangon,NA,4,7,5,3,6,73,0.6,0.42105263157894735,0,urban,0,0,19,14.5,0,1,0,0,1,0,1
246,2,11,2,1,1,6,0,2,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,0,2,1,0,1,2,0,1,7,0,2,0,0,2,0,0,1,1,0,1,7,0,2,2,0,1,4,0,1,2,0,1,1,0,1,1,0,0,Yangon,NA,7,7,4,1,1,69,0.558974358974359,0.42105263157894735,0.6666666666666666,urban,0,0,22,16,0,1,0,0,1,1,1
257,2,9,2,1,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,0,1,4,0,2,1,0,1,4,0,1,7,0,1,3,0,2,2,0,2,1,0,2,1,0,2,3,0,2,2,0,1,7,0,2,0,0,2,2,0,0,Yangon,NA,4,7,7,2,2,58,0.4461538461538462,0.5263157894736842,0.6666666666666666,urban,0,0,15,11.5,0,1,0,0,1,1,1
262,2,15,2,3,1,6,0,2,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,1,7,0,1,7,0,1,7,0,1,2,0,1,7,0,2,3,0,2,0,0,2,3,0,2,5,0,2,2,0,1,2,0,2,0,0,0,Yangon,NA,7,7,5,7,2,64,0.5076923076923077,0.21052631578947367,0.3333333333333333,urban,0,0,21,15.5,0,1,0,0,0,0,1
264,2,16,2,3,1,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,2,1,0,1,5,0,1,7,0,1,3,0,1,1,0,1,2,0,1,5,0,2,1,0,1,5,0,2,2,0,2,3,0,2,2,0,0,Yangon,NA,5,7,5,2,3,68,0.5487179487179488,0.15789473684210525,0.3333333333333333,urban,0,0,24,18,0,1,0,0,0,0,1
266,2,9,2,5,1,1,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,2,2,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,4,0,2,1,0,2,0,0,2,1,0,0,Yangon,NA,2,7,4,0,1,33,0.18974358974358974,0.5263157894736842,0.6666666666666666,urban,0,0,20,15,0,0,0,0,0,1,1
268,2,16,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,0,1,7,0,2,2,0,2,4,0,1,7,0,2,2,0,1,2,0,2,0,0,2,0,0,2,2,0,1,2,0,1,5,0,2,0,0,1,6,0,0,Yangon,NA,7,7,5,2,6,53,0.39487179487179486,0.15789473684210525,0.6666666666666666,urban,0,0,19,13.5,0,1,0,0,1,1,1
275,2,5,2,1,1,4,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,2,1,0,1,1,0,1,7,0,1,7,0,1,1,0,2,1,0,2,0,0,2,0,0,1,1,0,2,2,0,1,1,0,2,0,0,1,1,0,0,Yangon,NA,7,7,2,1,1,33,0.18974358974358974,0.7368421052631579,0.3333333333333333,urban,0,0,17,13.5,0,0,0,0,1,0,1
277,2,5,2,2,2,1,0,3,7,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,3,0,2,1,0,2,1,0,1,7,0,1,5,0,2,1,0,2,0,0,2,2,0,2,2,0,1,3,0,2,1,0,2,2,0,1,6,0,0,Yangon,NA,3,7,3,1,6,46,0.3230769230769231,0.7368421052631579,0.3333333333333333,urban,0,0,21,15,1,0,1,0,1,0,1
285,2,11,2,5,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,5,0,2,4,0,1,7,0,1,7,0,2,2,0,1,4,0,2,2,0,2,1,0,1,7,0,1,5,0,2,5,0,2,1,0,2,3,0,0,Yangon,NA,7,7,7,4,3,68,0.5487179487179488,0.42105263157894735,0.3333333333333333,urban,0,0,21,16,0,1,0,0,0,0,1
288,1,10,2,1,1,6,0,2,7,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,7,0,1,7,0,1,3,0,1,7,0,1,3,0,2,1,0,2,2,0,2,0,0,1,7,0,1,4,0,2,0,0,2,1,0,2,3,0,0,Yangon,NA,7,7,7,2,3,58,0.4461538461538462,0.47368421052631576,1,rural,1,0,23,16,0,1,0,0,1,1,1
291,2,14,2,1,1,1,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,3,0,1,7,0,2,0,0,1,2,0,1,7,0,2,0,0,1,1,0,1,3,0,2,0,0,1,3,0,1,1,0,1,2,0,2,0,0,2,0,0,0,Yangon,NA,7,7,3,3,0,42,0.28205128205128205,0.2631578947368421,0.3333333333333333,urban,0,0,21,17,0,0,0,0,1,0,1
292,2,11,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,3,0,1,2,0,1,3,0,1,7,0,1,2,0,1,3,0,1,2,0,1,4,0,1,4,0,2,3,0,1,4,0,2,2,0,1,2,0,0,Yangon,NA,3,7,4,3,2,60,0.4666666666666667,0.42105263157894735,0.3333333333333333,urban,0,0,21,15.5,0,1,0,0,1,0,1
294,2,16,2,4,1,6,0,1,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,1,3,0,2,2,0,1,7,0,2,3,0,1,2,0,1,2,0,2,1,0,1,2,0,2,4,0,1,3,0,2,0,0,2,2,0,0,Yangon,NA,4,7,4,2,2,46,0.3230769230769231,0.15789473684210525,0.3333333333333333,urban,0,0,22,16,0,1,0,0,0,0,1
295,1,9,2,6,2,6,0,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,3,0,2,0,0,2,5,0,1,7,0,2,3,0,1,4,0,2,0,0,2,0,0,1,7,0,2,0,0,1,5,0,2,0,0,2,0,0,0,Yangon,NA,5,7,7,4,0,59,0.4564102564102564,0.5263157894736842,0,rural,1,0,21,15,1,1,0,0,1,0,1
300,1,5,2,2,2,2,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,1,7,0,2,1,0,1,7,0,1,7,0,1,7,0,1,1,0,1,1,0,2,0,0,1,7,0,2,0,0,1,1,0,2,1,0,1,1,5,7,Magway,NA,7,7,7,1,1,59,0.4564102564102564,0.7368421052631579,0.3333333333333333,rural,1,0,18,14,1,0,0,0,1,0,1
313,1,5,2,3,1,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,2,0,1,2,0,1,2,0,1,4,0,1,7,0,2,0,0,1,5,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,3,0,0,Yangon,NA,4,7,0,5,3,36,0.2205128205128205,0.7368421052631579,1,rural,1,0,17,12.5,0,1,0,0,0,1,1
319,2,1,2,1,2,3,0,2,7,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,2,1,7,2,2,0,2,1,3,1,1,7,2,2,0,2,1,2,2,2,0,2,2,0,2,1,7,2,1,1,1,2,2,2,1,2,2,2,1,0,0,Yangon,NA,7,7,7,2,2,57,0.4358974358974359,0.9473684210526315,0,urban,0,0,23,15.5,1,0,0,0,1,0,1
320,2,5,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,7,0,1,2,0,1,2,0,1,7,0,1,3,0,1,1,0,1,3,0,2,2,0,1,4,0,1,1,0,1,2,0,2,0,0,1,3,0,0,Yangon,NA,7,7,4,3,3,57,0.4358974358974359,0.7368421052631579,0.3333333333333333,urban,0,0,24,18,0,1,0,0,1,0,1
330,2,11,2,1,1,1,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,3,0,2,0,0,1,5,0,1,7,0,1,3,0,2,0,0,2,3,0,1,1,0,1,7,0,2,3,0,1,2,0,2,0,0,2,0,0,0,Yangon,NA,5,7,7,3,0,60,0.4666666666666667,0.42105263157894735,0.6666666666666666,urban,0,0,20,14.5,0,0,0,0,1,1,1
331,2,11,2,1,1,6,0,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,1,0,1,4,0,1,7,0,1,5,0,2,1,0,2,1,0,1,3,0,1,7,0,1,4,0,2,3,0,2,1,0,1,3,0,0,Yangon,NA,4,7,7,1,3,64,0.5076923076923077,0.42105263157894735,0.3333333333333333,urban,0,0,22,16,0,1,0,0,1,0,1
345,2,5,2,3,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,3,0,2,0,0,1,2,0,1,7,0,2,3,0,2,0,0,2,0,0,2,2,0,1,7,0,1,5,0,2,2,0,2,0,0,1,1,0,0,Yangon,NA,3,7,7,0,1,54,0.40512820512820513,0.7368421052631579,0.3333333333333333,urban,0,0,18,13.5,0,1,0,0,0,0,1
346,2,16,2,3,1,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,7,0,2,0,0,2,2,0,1,7,0,1,7,0,1,7,0,1,3,0,1,7,0,2,5,0,1,3,0,2,2,0,2,5,0,2,2,0,0,Yangon,NA,7,7,5,7,5,95,0.8256410256410256,0.15789473684210525,0.3333333333333333,urban,0,0,22,16,0,1,0,0,0,0,1
358,2,9,2,3,1,1,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,1,0,2,3,0,1,7,0,2,0,0,2,0,0,2,1,0,1,4,0,1,7,0,2,3,0,1,2,0,2,0,0,2,2,0,0,Yangon,NA,3,7,7,1,2,66,0.5282051282051282,0.5263157894736842,0,urban,0,0,24,17,0,0,0,0,0,0,1
365,1,8,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2,0,2,3,0,2,0,0,2,4,0,1,7,0,2,0,0,2,0,0,2,2,0,1,4,0,1,7,0,1,4,0,2,3,0,2,0,0,1,7,0,0,Yangon,NA,4,7,7,2,7,75,0.6205128205128205,0.5789473684210527,0.3333333333333333,rural,1,0,25,17.5,0,1,0,0,1,0,1
366,2,8,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,3,0,2,1,0,2,0,0,1,3,0,1,7,0,2,2,0,2,0,0,1,7,0,2,0,0,1,7,0,2,2,0,1,1,0,2,0,0,1,3,0,0,Yangon,NA,3,7,7,7,3,69,0.558974358974359,0.5789473684210527,0.3333333333333333,urban,0,0,18,15,0,1,0,0,1,0,1
381,2,10,2,2,1,3,0,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,1,4,0,2,2,0,2,1,0,1,7,0,1,7,0,1,2,0,2,1,0,2,0,0,1,7,0,2,0,0,1,3,0,2,1,0,1,2,0,0,Yangon,NA,4,7,7,2,2,54,0.40512820512820513,0.47368421052631576,0.3333333333333333,urban,0,0,17,12.5,0,0,0,0,1,0,1
390,2,7,2,3,1,6,0,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,2,2,0,1,2,0,2,0,0,1,7,0,2,2,0,2,3,0,2,0,0,2,0,0,1,3,0,2,2,0,1,3,0,2,0,0,2,2,0,0,Yangon,NA,2,7,3,3,2,39,0.2512820512820513,0.631578947368421,0.3333333333333333,urban,0,0,20,15,0,1,0,0,0,0,1
393,2,11,2,3,1,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,2,0,2,2,0,1,7,0,1,5,0,1,5,0,1,4,0,1,7,0,1,3,0,1,5,0,1,2,0,1,3,0,1,3,0,0,Yangon,NA,3,7,5,5,3,83,0.7025641025641025,0.42105263157894735,0.3333333333333333,urban,0,0,24,17,0,0,0,0,0,0,1
403,2,8,2,5,2,6,0,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,4,0,2,0,0,2,4,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,3,0,1,3,0,1,2,0,2,0,0,2,2,0,0,Yangon,NA,4,7,3,0,2,32,0.1794871794871795,0.5789473684210527,0.3333333333333333,urban,0,0,22,16.5,1,1,0,0,0,0,1
415,2,15,2,3,2,6,0,1,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,0,1,1,0,2,2,0,1,3,0,1,7,0,1,1,0,2,4,0,1,2,0,1,1,0,1,4,0,2,7,0,2,2,0,1,5,0,1,7,0,0,Yangon,NA,3,7,7,4,7,68,0.5487179487179488,0.21052631578947367,0.3333333333333333,urban,0,0,18,13.5,1,1,0,0,0,0,1
