hhid,b_07,b_08,b_09,e_01,e_03,e_05,e_05_oth,e_06,e_07,f_01_wage,f_01_salaried,f_01_own_crops,f_01_own_livestock,f_01_own_fishing,f_01_non_farm_enterprise,f_01_no_employment,f_05_not_interested,f_05_slack_season,f_05_could_not_find,f_05_ill_old,f_05_children_family,f_05_movement_restrictions,f_05_conflict_violence,f_05_not_safe_health_reasons,j_01,j_07_violence,j_07_theft,j_07_intra_household_conflict,j_07_none,j_07_97,j_08,k_01_sell_assets,k_02_01,k_02_02,k_02_03,k_02_04,k_02_05,k_02_06,k_02_07,k_02_08,k_02_09,k_02_10,k_02_11,k_02_12,k_02_99,k_03_mortgage_assets,k_04_01,k_04_02,k_04_03,k_04_04,k_04_05,k_04_06,k_04_07,k_04_08,k_04_09,k_04_99,k_05_consumed_seed_stock,k_06_reduced_agriculture,k_07_spend_savings,k_08_reduced_healthcare,k_09_reduced_nfi,k_10_reduced_food,k_11_borrow_food,k_12_borrow_money,k_13_migrate,k_14_children_work,k_15_risky_activity,k_16,k_17,l2_02_a,l2_02_b,l2_vegetables1,l2_03_a,l2_03_b,l2_vegetables2,l2_04_a,l2_04_b,l2_vegetables3,l2_05_a,l2_05_b,l2_staples1,l2_06_a,l2_06_b,l2_staples2,l2_07_a,l2_07_b,l2_pulses1,l2_08_a,l2_08_b,l2_pulses2,l2_09_a,l2_09_b,fcs_dairy,l2_10_a,l2_10_b,l2_protein_seafood,l2_11_a,l2_11_b,l2_protein_meat,l2_12_a,l2_12_b,l2_protein_eggs,l2_13_a,l2_13_b,l2_fruits1,l2_14_a,l2_14_b,l2_fruits2,fcs_sugar,fcs_fat,state,township_code,fcs_vegetables,fcs_staples,fcs_protein,fcs_pulses,fcs_fruits,hhfcs,hhfcs_inv,education_level,physical_security,rural_urban,rural,natural_hazards,csi_unweighted,csi_weighted,not_improved_floor,not_improved_water,not_improved_sanitation,no_electricity,not_improved_housing,insecure,count
44801,2,11,2,3,1,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,2,4,0,2,0,0,1,4,0,1,7,0,1,1,0,2,1,0,2,1,0,2,0,0,2,7,0,2,1,0,2,0,0,2,0,0,1,1,1,7,Ayeyarwady,NA,4,7,7,1,1,54,0.40512820512820513,0.42105263157894735,0.3333333333333333,urban,0,0,18,13.5,0,1,0,0,0,0,1
44803,1,9,2,2,2,6,0,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,4,0,2,2,0,1,3,0,1,7,0,1,3,0,1,4,0,1,7,0,2,0,0,1,5,0,2,1,0,1,3,0,1,2,0,1,2,0,7,Ayeyarwady,NA,4,7,5,7,2,64.5,0.5128205128205128,0.5263157894736842,0.3333333333333333,rural,1,0,21,15,1,1,0,0,1,0,1
44830,2,6,1,2,1,6,0,2,7,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,2,3,0,1,7,0,2,5,0,2,3,0,2,2,0,2,3,0,1,5,0,2,3,0,2,2,0,2,0,0,2,1,6,6,Ayeyarwady,NA,3,7,5,3,1,65,0.517948717948718,0.6842105263157895,0,urban,0,0,32,22,0,1,0,0,1,0,1
44853,2,5,2,1,2,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,3,0,1,3,0,2,0,0,2,1,0,1,7,0,2,0,0,2,0,0,2,1,0,2,0,0,1,7,0,2,0,0,2,3,0,2,0,0,2,0,0,7,Ayeyarwady,NA,3,7,7,1,0,51.5,0.37948717948717947,0.7368421052631579,0,urban,0,0,21,14,1,0,0,0,1,0,1
44866,2,0,1,2,1,3,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,3,0,2,3,0,2,0,0,1,5,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,7,0,2,0,0,1,1,0,2,0,0,2,0,0,7,Ayeyarwady,NA,5,7,7,0,0,50.5,0.36923076923076925,1,0,urban,0,0,22,15,0,0,0,0,1,0,1
44890,2,16,2,1,1,6,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,7,0,1,2,0,1,7,0,1,7,0,2,0,0,2,0,0,1,2,0,2,0,0,1,4,0,2,1,0,1,1,0,2,0,0,2,0,1,7,Ayeyarwady,NA,7,7,4,2,0,47,0.3333333333333333,0.15789473684210525,0.3333333333333333,urban,0,0,23,17.5,0,1,0,0,1,0,1
44891,2,11,2,1,1,7,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,7,0,1,4,0,1,4,0,1,7,0,1,5,0,2,3,0,2,0,0,2,0,0,1,4,0,2,3,0,1,3,0,2,0,0,2,0,5,7,Ayeyarwady,NA,7,7,4,3,0,52,0.38461538461538464,0.42105263157894735,0.6666666666666666,urban,0,0,19,14,0,1,0,0,1,1,1
44894,2,10,2,1,1,7,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,7,0,2,4,0,1,5,0,1,7,0,2,4,0,2,3,0,2,3,0,2,0,0,1,7,0,1,7,0,2,4,0,2,1,0,2,2,2,7,Ayeyarwady,NA,7,7,7,3,2,64.5,0.5128205128205128,0.47368421052631576,0.3333333333333333,urban,0,0,21,15.5,0,1,0,0,1,0,1
44895,2,10,1,1,1,6,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,0,1,7,0,2,3,0,2,7,0,1,7,0,1,3,0,2,3,0,1,3,0,2,7,0,2,7,0,2,7,0,2,7,0,1,3,0,2,7,0,7,Ayeyarwady,NA,7,7,7,3,7,96.5,0.841025641025641,0.47368421052631576,0,urban,0,0,21,15,0,1,0,0,1,0,1
44896,2,4,2,1,1,7,0,4,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,2,3,0,2,1,0,1,6,0,1,7,0,2,0,0,2,1,0,2,2,0,2,0,0,1,4,0,2,3,0,1,4,0,2,1,0,1,2,7,7,Ayeyarwady,NA,6,7,4,2,2,51,0.37435897435897436,0.7894736842105263,0,urban,0,0,17,12.5,0,1,1,0,1,0,1
44899,2,16,2,1,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,1,5,0,2,3,0,1,7,0,1,7,0,2,5,0,2,3,0,2,2,0,1,4,0,1,7,0,2,2,0,1,7,0,1,1,0,1,3,3,7,Ayeyarwady,NA,7,7,7,3,3,82,0.6923076923076923,0.15789473684210525,0,urban,0,0,16,12.5,0,1,0,0,1,0,1
44905,2,3,1,1,1,5,0,2,7,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,0,2,0,0,1,7,0,1,7,0,1,2,0,1,3,0,1,1,0,2,0,0,1,5,0,2,0,0,2,0,0,2,0,0,1,1,7,7,Ayeyarwady,NA,7,7,5,3,1,58,0.4461538461538462,0.8421052631578947,0,urban,0,1,19,14,0,0,0,0,1,0,1
44912,1,9,2,1,1,5,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,3,0,2,1,0,2,3,0,1,7,0,2,2,0,2,4,0,2,2,0,2,0,0,1,3,0,1,1,0,2,0,0,2,0,0,2,1,0,7,Ayeyarwady,NA,3,7,3,4,1,45.5,0.31794871794871793,0.5263157894736842,0.3333333333333333,rural,1,0,25,18.5,0,0,0,0,1,0,1
44990,1,16,1,1,1,7,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,1,2,0,2,1,0,1,4,0,1,7,0,2,1,0,1,1,0,2,1,0,2,1,0,1,7,0,1,2,0,2,2,0,2,0,0,2,3,3,7,Ayeyarwady,NA,4,7,7,1,3,61,0.47692307692307695,0.15789473684210525,0,rural,1,0,23,17,0,1,0,0,1,0,1
44992,1,11,2,1,1,7,0,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,3,0,1,7,0,2,0,0,1,4,0,1,7,0,2,3,0,1,3,0,1,1,0,2,0,0,1,7,0,2,2,0,2,2,0,2,0,0,2,0,2,7,Ayeyarwady,NA,7,7,7,3,0,62.5,0.49230769230769234,0.42105263157894735,0,rural,1,0,16,12,0,1,0,0,1,0,1
44993,1,5,2,4,1,7,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,1,2,0,1,7,0,1,7,0,1,7,0,2,0,0,1,7,0,2,0,0,1,4,0,1,2,0,1,7,0,2,1,0,2,1,0,7,Ayeyarwady,NA,7,7,7,7,1,74.5,0.6153846153846154,0.7368421052631579,0,rural,1,0,22,16,0,1,0,0,0,0,1
44996,1,10,1,1,1,7,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2,0,1,3,0,2,0,0,1,5,0,1,7,0,1,5,0,1,7,0,1,2,0,2,0,0,1,7,0,2,2,0,2,1,0,2,0,0,2,3,7,7,Ayeyarwady,NA,5,7,7,7,3,78,0.6512820512820513,0.47368421052631576,0.3333333333333333,rural,1,0,19,13.5,0,1,0,0,1,0,1
44997,1,10,2,2,1,7,0,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,3,0,2,2,0,1,3,0,1,7,0,2,3,0,2,0,0,2,3,0,2,3,0,1,7,0,1,3,0,1,5,0,2,0,0,1,5,0,7,Ayeyarwady,NA,3,7,7,3,5,74.5,0.6153846153846154,0.47368421052631576,0.3333333333333333,rural,1,0,18,13,0,1,0,0,1,0,1
45003,1,16,2,1,1,5,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,2,3,0,2,0,0,1,5,0,1,7,0,1,4,0,2,0,0,1,4,0,2,0,0,1,6,0,1,3,0,1,2,0,2,0,0,2,0,7,7,Ayeyarwady,NA,5,7,6,4,0,62,0.48717948717948717,0.15789473684210525,0.3333333333333333,rural,1,0,21,16,0,0,0,0,1,0,1
45006,1,8,2,1,1,7,0,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1,3,0,2,3,0,1,6,0,1,7,0,2,3,0,2,5,0,2,3,0,2,0,0,1,7,0,2,2,0,2,5,0,2,0,0,2,2,3,7,Ayeyarwady,NA,6,7,7,5,2,70,0.5692307692307692,0.5789473684210527,0.3333333333333333,rural,1,0,25,17.5,0,1,0,0,1,0,1
45010,1,5,2,1,1,5,0,2,5,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,3,0,1,3,0,1,3,0,1,7,0,2,3,0,2,2,0,1,3,0,2,2,0,1,7,0,2,3,0,2,2,0,2,0,0,2,2,2,7,Ayeyarwady,NA,3,7,7,3,2,68.5,0.5538461538461539,0.7368421052631579,0.3333333333333333,rural,1,0,20,14.5,0,0,0,0,1,0,1
45014,1,10,2,1,1,5,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,5,0,2,0,0,1,3,0,1,7,0,1,7,0,1,2,0,1,4,0,2,1,0,2,6,0,1,3,0,1,3,0,2,0,0,1,5,7,7,Ayeyarwady,NA,5,7,6,4,5,71,0.5794871794871795,0.47368421052631576,0.3333333333333333,rural,1,0,20,15.5,0,0,0,0,1,0,1
45015,1,5,2,1,1,7,0,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,1,4,1,1,3,1,1,4,1,1,7,1,1,2,2,2,0,2,2,0,2,2,0,1,1,7,1,1,2,1,1,5,2,2,0,1,1,3,0,7,Ayeyarwady,NA,4,7,7,0,3,52.5,0.38974358974358975,0.7368421052631579,0,rural,1,0,15,11.5,0,1,0,0,1,0,1
45019,1,6,2,2,1,7,0,2,6,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,2,0,1,1,0,2,0,0,2,2,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,7,0,1,7,0,2,1,0,2,7,0,2,0,7,7,Ayeyarwady,NA,2,7,7,0,7,58,0.4461538461538462,0.6842105263157895,0.3333333333333333,rural,1,0,16,12.5,0,1,0,0,1,0,1
45020,1,3,2,1,1,7,0,2,3,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,1,7,0,1,2,0,1,7,0,1,7,0,1,3,0,1,7,0,1,7,0,2,0,0,1,7,0,1,4,0,1,2,0,2,7,0,1,3,3,7,Ayeyarwady,NA,7,7,7,7,7,82,0.6923076923076923,0.8421052631578947,0.3333333333333333,rural,1,0,25,17.5,0,1,0,0,1,0,1
45026,1,16,1,2,1,7,0,2,3,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,3,2,2,3,1,1,2,1,1,7,1,2,4,1,1,3,1,2,3,2,2,3,2,1,3,2,2,1,2,2,3,2,2,0,2,2,0,4,7,Ayeyarwady,NA,3,7,3,3,0,55.5,0.4205128205128205,0.15789473684210525,0.3333333333333333,rural,1,0,24,17,0,1,0,0,1,0,1
45028,1,10,2,2,2,7,0,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,1,7,0,2,0,0,2,5,0,1,7,0,2,1,0,2,2,0,2,2,0,2,0,0,1,7,0,2,1,0,2,5,0,2,0,0,2,0,7,7,Ayeyarwady,NA,7,7,7,2,0,62,0.48717948717948717,0.47368421052631576,0,rural,1,0,20,14,1,1,0,0,1,0,1
45031,1,11,2,1,1,7,0,2,3,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,1,7,0,2,1,0,1,2,0,1,7,0,1,2,0,2,1,0,2,0,0,2,1,0,1,7,0,1,1,0,1,1,0,2,0,0,1,2,0,7,Ayeyarwady,NA,7,7,7,1,2,61.5,0.48205128205128206,0.42105263157894735,0.6666666666666666,rural,1,0,21,15.5,0,1,0,0,1,1,1
45032,1,5,2,1,1,7,0,2,3,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1,5,0,2,0,0,1,4,0,1,7,0,2,0,0,2,1,0,2,0,0,2,0,0,1,6,0,2,1,0,1,4,0,2,0,0,2,0,0,6,Ayeyarwady,NA,5,7,6,1,0,49,0.35384615384615387,0.7368421052631579,0.3333333333333333,rural,1,0,18,14,0,1,0,0,1,0,1
45036,1,6,1,2,1,7,0,2,6,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,2,0,1,4,0,2,0,0,1,2,0,1,7,0,2,3,0,2,1,0,2,0,0,2,0,0,2,1,0,1,2,0,1,3,0,2,0,0,2,0,4,7,Ayeyarwady,NA,4,7,3,1,0,38.5,0.24615384615384617,0.6842105263157895,0.3333333333333333,rural,1,0,23,17,0,1,0,0,1,0,1
45038,1,5,2,1,1,7,0,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3,1,1,7,2,2,0,1,1,7,1,1,7,1,1,7,2,2,0,2,2,1,2,2,0,1,1,7,1,1,1,2,2,1,2,2,0,2,2,0,3,7,Ayeyarwady,NA,7,7,7,1,0,57,0.4358974358974359,0.7368421052631579,0.6666666666666666,rural,1,0,21,14.5,0,1,0,0,1,1,1
45041,1,10,2,1,1,7,0,4,9,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,3,0,1,1,0,2,0,0,1,7,0,2,2,0,2,0,0,2,0,0,2,0,0,1,3,0,2,0,0,2,3,0,2,0,0,2,4,7,7,Ayeyarwady,NA,3,7,3,0,4,40,0.26153846153846155,0.47368421052631576,0.3333333333333333,rural,1,0,27,18.5,0,1,1,1,1,0,1
45043,1,5,2,2,2,7,0,2,6,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,0,1,4,0,2,2,0,1,2,0,1,7,0,2,0,0,2,5,0,2,1,0,2,0,0,1,7,0,2,0,0,1,4,0,2,1,0,2,1,3,7,Ayeyarwady,NA,4,7,7,5,1,67,0.5384615384615384,0.7368421052631579,0,rural,1,0,15,11.5,1,1,0,0,1,0,1
45048,1,8,2,1,2,7,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1,4,0,2,1,0,2,2,0,1,7,0,2,0,0,2,0,0,2,2,0,2,0,0,1,7,0,1,2,0,2,0,0,2,0,0,2,0,0,7,Ayeyarwady,NA,4,7,7,2,0,55.5,0.4205128205128205,0.5789473684210527,0.3333333333333333,rural,1,0,17,13.5,1,1,0,0,1,0,1
45052,1,5,2,2,2,7,0,4,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,3,0,1,7,0,2,0,0,1,2,0,1,7,0,1,3,0,1,3,0,2,0,0,2,0,0,1,7,0,1,3,0,2,0,0,2,0,0,1,3,3,7,Ayeyarwady,NA,7,7,7,3,3,66,0.5282051282051282,0.7368421052631579,0.3333333333333333,rural,1,0,21,16,1,1,1,0,1,0,1
45053,1,7,2,1,1,7,0,2,3,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,2,0,2,0,0,2,3,0,1,7,0,2,1,0,2,2,0,2,2,0,2,0,0,1,7,0,1,4,0,1,3,0,2,0,0,2,2,4,7,Ayeyarwady,NA,3,7,7,2,2,58.5,0.4512820512820513,0.631578947368421,0.3333333333333333,rural,1,0,22,16,0,1,0,0,1,0,1
45054,1,5,2,1,1,7,0,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,4,0,2,0,0,1,7,0,1,7,0,2,0,0,2,0,0,2,1,0,2,0,0,1,7,0,2,0,0,2,2,0,2,0,0,2,0,0,7,Ayeyarwady,NA,7,7,7,1,0,55.5,0.4205128205128205,0.7368421052631579,0,rural,1,0,24,16,0,1,0,0,1,0,1
45057,1,9,1,1,1,7,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,4,0,2,2,0,1,3,0,1,7,0,1,7,0,1,1,0,2,0,0,2,1,0,1,7,0,2,1,0,1,1,0,2,0,0,2,0,7,7,Ayeyarwady,NA,4,7,7,1,0,60,0.4666666666666667,0.5263157894736842,0.3333333333333333,rural,1,1,25,17,0,1,0,0,1,0,1
45059,1,6,1,1,1,7,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,2,3,0,1,7,0,2,2,0,1,2,0,1,3,0,2,0,0,1,7,0,2,4,0,2,3,0,2,0,0,1,4,6,7,Ayeyarwady,NA,3,7,7,3,4,64.5,0.5128205128205128,0.6842105263157895,0.3333333333333333,rural,1,0,25,17.5,0,1,0,0,1,0,1
45076,1,5,1,1,1,7,0,2,6,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,1,4,2,2,0,2,1,5,1,1,7,2,2,0,2,2,2,2,2,0,2,2,0,1,1,4,2,2,0,1,1,1,2,2,0,1,1,1,0,7,Ayeyarwady,NA,5,7,4,2,1,45.5,0.31794871794871793,0.7368421052631579,1,rural,1,0,25,17,0,1,0,0,1,1,1
45078,1,5,1,1,1,7,0,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,3,2,2,1,2,1,3,1,1,7,2,1,7,2,2,0,2,1,2,2,2,0,1,1,7,2,2,2,2,2,1,2,2,1,2,2,0,7,7,Ayeyarwady,NA,3,7,7,2,1,59,0.4564102564102564,0.7368421052631579,0,rural,1,1,26,17.5,0,1,0,0,1,0,1
45081,1,15,1,1,1,5,0,2,6,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,1,7,0,1,7,0,2,1,0,1,1,0,1,1,0,2,0,0,1,7,0,2,1,0,2,2,0,2,0,0,2,0,4,7,Ayeyarwady,NA,7,7,7,1,0,57.5,0.441025641025641,0.21052631578947367,0.3333333333333333,rural,1,0,25,17.5,0,0,0,0,1,0,1
45115,1,5,1,1,1,7,0,2,6,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,3,1,1,3,1,1,3,1,1,7,1,1,4,1,1,2,1,1,2,1,1,2,1,1,4,1,1,2,1,1,3,1,1,3,1,1,3,3,5,Ayeyarwady,NA,3,7,4,2,3,54,0.40512820512820513,0.7368421052631579,0.6666666666666666,rural,1,0,19,14,0,1,0,0,1,1,1
