township,admin3_pcode,pin_idp,pin_returnees,pin_stateless,pin_other,pin_total,pin_female_pc,pin_children_pc,pin_adults_pc,pin_elderly_pc,pin_pwd_pc,target_idp,target_returnees,target_stateless,target_other,target_total,target_female_pc,target_children_pc,target_adults_pc,target_elderly_pc,target_pwd_pc,state,admin1_pcode,conflict_score,mdp_adjust,priority_score
Lashio,MMR015001,0,0,0,132229.2093,132229.2093,0.52,0.36,0.54,0.11,0.13,0,0,0,0,40000,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.27153856036844143,0.39729436096591747,0.33441646066717945
Hseni,MMR015002,267,0.596236304,0,23068.29563,23335.89187,0.52,0.36,0.54,0.11,0.13,267,0,0,0,5834,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.07692960115817304,0.5324811286540989,0.304705364906136
Mongyai,MMR015003,0,0,0,24276.80936,24276.80936,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6069,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.020151896496259893,0.7976930708013715,0.4089224836488157
Tangyan,MMR015004,0,0,0,70654.036,70654.036,0.52,0.36,0.54,0.11,0.13,0,0,0,0,17664,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.01645569827096192,0.8190322659678827,0.4177439821194223
Pangsang (Panghkam),MMR015005,0,0,0,43328.31517,43328.31517,0.52,0.36,0.54,0.11,0.13,0,0,0,0,10832,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.0012630920511871842,0.7119912704674671,0.35662718125932713
Narphan,MMR015006,0,0,0,47502.01616,47502.01616,0.52,0.36,0.54,0.11,0.13,0,0,0,0,11876,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0,0.9159432476894731,0.45797162384473655
Pangwaun,MMR015007,0,0,0,21000,21000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0,0.8943690281154628,0.4471845140577314
Mongmao,MMR015008,0,0,0,14000,14000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0,0.8074688343568125,0.40373441717840625
Muse,MMR015009,1713,1814.202056,0,67802.21971,71329.42177,0.52,0.36,0.54,0.11,0.13,1713,0,0,0,17832,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.6380776432407121,0.23598815477987597,0.4370328990102941
Namhkan,MMR015010,1294,278.9227312,0,30427.07727,32000,0.52,0.36,0.54,0.11,0.13,1294,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.13022315391544,0.3363538859356018,0.2332885199255209
Kutkai,MMR015011,4678,143.709379,0,69543.99755,74365.70693,0.52,0.36,0.54,0.11,0.13,4678,0,0,0,18591,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.3198348641771089,0.36314994882738916,0.341492406502249
Kyaukme,MMR015012,5252,0,0,68436.72948,73688.72948,0.52,0.36,0.54,0.11,0.13,5252,0,0,0,18422,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.3241049312144768,0.30516524826317015,0.3146350897388235
Nawnghkio,MMR015013,0,133.2454345,0,61132.00767,61265.2531,0.52,0.36,0.54,0.11,0.13,0,0,0,0,15316,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.08288356840472112,0.2737229560904694,0.17830326224759527
Hsipaw,MMR015014,310,0,0,71910.88267,72220.88267,0.52,0.36,0.54,0.11,0.13,310,0,0,0,18055,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.1606398262249515,0.37934384768935,0.26999183695715073
Namtu,MMR015015,631,0,0,20384.02681,21015.02681,0.52,0.36,0.54,0.11,0.13,631,0,0,0,5254,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.10477331953564208,0.3005107606685332,0.20264204010208764
Namhsan,MMR015016,0,231.797386,0,17768.20261,18000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.058113125864520235,0.3504672457087762,0.2042901857866482
Mongmit,MMR015017,0,0,0,25893.46431,25893.46431,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6473,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.016293948569703343,0.3000214078484729,0.15815767820908813
Mabein,MMR015018,0,0,0,19379.41609,19379.41609,0.52,0.36,0.54,0.11,0.13,0,0,0,0,4845,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.00291767667362029,0.27141627502441074,0.13716697584901552
Manton,MMR015019,304,0,0,11696,12000,0.52,0.36,0.54,0.11,0.13,304,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.0211797413469756,0.4828842284262496,0.2520319848866126
Kunlong,MMR015020,0,98.57448476,0,23932.09773,24030.67221,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6008,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.007589357620486392,0.7606617232557499,0.38412554043811814
Hopang,MMR015021,0,0,0,11000,11000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0,0.6502124902249334,0.3251062451124667
Laukkaing,MMR015022,1000,0,0,13000,14000,0.52,0.36,0.54,0.11,0.13,1000,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.0049805006626196585,0.4585900622393221,0.23178528145097088
Konkyan,MMR015023,0,0,0,21000,21000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0.003103920841567911,0.8406715246586433,0.4218877227501056
Matman,MMR015024,0,0,0,8067.737845,8067.737845,0.52,0.36,0.54,0.11,0.13,0,0,0,0,2017,0.52,0.36,0.54,0.11,0.13,Shan (North),MMR222,0,1,0.5
Kengtung,MMR016001,0,0,0,70169.53015,70169.53015,0.52,0.36,0.54,0.11,0.13,0,0,0,0,25000,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.008805468065490363,0.32951704020465894,0.16916125413507466
Mongkhet,MMR016002,0,0,0,7000,7000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0,0.5476741356808659,0.27383706784043294
Mongyang,MMR016003,0,0,0,44012.34747,44012.34747,0.52,0.36,0.54,0.11,0.13,0,0,0,0,10000,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0,0.570537827341637,0.2852689136708185
Mongla,MMR016005,0,0,0,7000,7000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0,0.3224844338651853,0.16124221693259266
Monghsat,MMR016006,0,0,0,42787.38586,42787.38586,0.52,0.36,0.54,0.11,0.13,0,0,0,0,10000,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,8.272923112165615e-4,0.4752955971189922,0.2380614447151044
Mongping,MMR016007,0,0,0,11000,11000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.003821692093651446,0.6089746958968706,0.306398193995261
Mongton,MMR016008,0,0,0,11500,11500,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.002840945300084945,0.4876689702125673,0.2452549577563261
Tachileik,MMR016009,0,0,0,72497.20254,72497.20254,0.52,0.36,0.54,0.11,0.13,0,0,0,0,25000,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.04796593215292233,0.2178339061468167,0.1328999191498695
Monghpyak,MMR016010,0,0,0,4500,4500,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.0016545846224331057,0.6052473543295089,0.303450969475971
Mongyawng,MMR016011,0,0,0,13000,13000,0.52,0.36,0.54,0.11,0.13,0,0,0,0,0,0.52,0.36,0.54,0.11,0.13,Shan (East),MMR222,0.003821692093651446,0.6805425034067318,0.34218209775019165
Pathein,MMR017001,0,0,0,115403.6746,115403.6746,0.52,0.36,0.54,0.11,0.13,0,0,0,0,15002,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.28149009275159564,0.29386295408606705,0.2876765234188313
Kangyidaunt,MMR017002,0,0,0,53914.72115,53914.72115,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7009,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.029347039289237646,0.46246373987012485,0.24590538957968125
Thabaung,MMR017003,0,0,0,46769.1047,46769.1047,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6080,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.0059429038739580616,0.48380978315327666,0.24487634351361737
Ngapudaw,MMR017004,0,0,0,98287.51505,98287.51505,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12777,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.022560609375697517,0.4624666978491875,0.2425136536124425
Kyonpyaw,MMR017005,0,0,0,71403.76129,71403.76129,0.52,0.36,0.54,0.11,0.13,0,0,0,0,9282,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.02968014406917632,0.4219737769130511,0.2258269604911137
Yegyi,MMR017006,0,0,0,58794.58045,58794.58045,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7643,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.033861565182385645,0.37911005209986554,0.2064858086411256
Kyaunggon,MMR017007,0,0,0,49384.7214,49384.7214,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6420,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.012607138054602228,0.4294846520207913,0.22104589503769675
Hinthada,MMR017008,0,0,0,102514.909,102514.909,0.52,0.36,0.54,0.11,0.13,0,0,0,0,13327,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.02644434870631829,0.37243816030107507,0.19944125450369668
Zalun,MMR017009,0,0,0,50950.15361,50950.15361,0.52,0.36,0.54,0.11,0.13,0,0,0,0,6624,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.017265339250646515,0.42990944946229315,0.22358739435646982
Lemyethna,MMR017010,0,0,0,31206.86686,31206.86686,0.52,0.36,0.54,0.11,0.13,0,0,0,0,4057,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.002101189675767032,0.4148174229422982,0.20845930630903262
Myanaung,MMR017011,0,0,0,66210.08856,66210.08856,0.52,0.36,0.54,0.11,0.13,0,0,0,0,8607,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.04596359754437204,0.4045346144349067,0.22524910598963938
Kyangin,MMR017012,0,0,0,29104.3775,29104.3775,0.52,0.36,0.54,0.11,0.13,0,0,0,0,3784,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.015886645336922234,0.3356604542859473,0.17577354981143478
Ingapu,MMR017013,0,0,0,64938.78071,64938.78071,0.52,0.36,0.54,0.11,0.13,0,0,0,0,8442,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.025714322940131495,0.3877933313059113,0.2067538271230214
Myaungmya,MMR017014,0,0,0,90459.74819,90459.74819,0.52,0.36,0.54,0.11,0.13,0,0,0,0,11760,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.05250466092794758,0.5112612136683523,0.28188293729814995
Einme,MMR017015,0,0,0,58794.88336,58794.88336,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7643,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.01372160878917897,0.5342165445751803,0.2739690766821796
Labutta,MMR017016,0,0,0,95482.27749,95482.27749,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12413,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.024760102121338966,0.5949337207696154,0.30984691144547716
Wakema,MMR017017,0,0,0,87572.72528,87572.72528,0.52,0.36,0.54,0.11,0.13,0,0,0,0,11384,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.026485337313903366,0.5715192676323372,0.29900230247312026
Mawlamyinegyun,MMR017018,0,0,0,94307.59752,94307.59752,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12260,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.033694651800188255,0.5463857414931794,0.29004019664668385
Maubin,MMR017019,0,0,0,95141.50519,95141.50519,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12368,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.0978335329109414,0.48948984613358454,0.29366168952226296
Pantanaw,MMR017020,0,0,0,80148.43282,80148.43282,0.52,0.36,0.54,0.11,0.13,0,0,0,0,10419,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.01789432617816683,0.5068077306840996,0.2623510284311332
Nyaungdon,MMR017021,0,0,0,65399.80777,65399.80777,0.52,0.36,0.54,0.11,0.13,0,0,0,0,8502,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.03366985366904832,0.4587629384578047,0.24621639606342652
Danubyu,MMR017022,0,0,0,54327.58572,54327.58572,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7063,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.019497116879651576,0.3888665170927226,0.20418181698618706
Pyapon,MMR017023,0,0,0,95150.28955,95150.28955,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12370,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.06115267630711778,0.5090367310268751,0.2850947036669964
Bogale,MMR017024,0,0,0,97738.03865,97738.03865,0.52,0.36,0.54,0.11,0.13,0,0,0,0,12706,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.030113842220005117,0.5581411719660054,0.2941275070930053
Kyaiklat,MMR017025,0,0,0,58564.36983,58564.36983,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7613,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.021859211173426533,0.5130513467533265,0.2674552789633765
Dedaye,MMR017026,0,0,0,61468.05272,61468.05272,0.52,0.36,0.54,0.11,0.13,0,0,0,0,7991,0.52,0.36,0.54,0.11,0.13,Ayeyarwady,MMR017,0.013787526584630278,0.5150071144494756,0.2643973205170529
Zay Yar Thi Ri,MMR018001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.16264740873502745,0.15812644259831993,0.16038692566667367
Za Bu Thi Ri,MMR018002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.021063651748231233,0.018317609672832576,0.019690630710531905
Tatkon,MMR018003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.022872203919969115,0.25703246229824833,0.13995233310910873
Det Khi Na Thi Ri,MMR018004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.006233439788845405,0.24968905460156485,0.12796124719520513
Poke Ba Thi Ri,MMR018005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.01845653309403787,0.1914181259714454,0.10493732953274162
Pyinmana,MMR018006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.08854255715452726,0.18707611749101555,0.1378093373227714
Lewe,MMR018007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.010096112225361175,0.3421935398467625,0.17614482603606182
Oke Ta Ra Thi Ri,MMR018008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nay Pyi Taw,MMR018,0.009018759539887527,0.25869994559281967,0.1338593525663536
